publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p685165,,2018-09-11T12:15:27.175Z,2018-09-11T12:20:45.233Z,172.7595367,-41.37463007,2.27938853,105.3125,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.02438928785,99.7756479,0.9331594557,0
2018p685047,earthquake,2018-09-11T11:12:15.192Z,2018-09-20T03:57:17.667Z,-177.8929749,-32.54956436,4.517411189,136.7058411,M,,LOCSAT,confirmed,manual,iasp91,98,73,44,3.294330597,206.7202911,1.932387603,0
2018p685036,,2018-09-11T11:07:29.392Z,2018-09-11T11:09:15.234Z,172.3439682,-43.61398946,1.629295087,9.921875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.1850492066,97.51302114,0.4812540668,0
2018p685032,,2018-09-11T11:05:30.846Z,2018-09-11T11:07:59.437Z,175.0136352,-40.91662907,2.427681561,37.578125,M,,NonLinLoc,,automatic,nz3drx,51,51,24,0.09415607893,31.25610146,0.5862343118,0
2018p684936,,2018-09-11T10:14:10.270Z,2018-09-11T10:15:20.229Z,176.7917795,-39.70043236,1.395727393,32.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1130920694,125.5838005,0.2574293086,0
2018p684907,,2018-09-11T09:58:52.500Z,2018-09-11T13:21:34.744Z,178.0722424,-38.01190033,1.756417392,34.53125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1462257517,107.5483181,0.4651352765,0
2018p684851,,2018-09-11T09:29:09.075Z,2018-09-11T09:31:24.762Z,175.1921019,-38.91495832,2.273886735,123.125,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.364816908,147.2250893,1.264696323,0
2018p684729,,2018-09-11T08:23:41.555Z,2018-09-11T08:25:21.858Z,174.8505368,-40.13039782,2.110543495,29.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.3610063778,149.7064503,0.5910091416,0
2018p684667,earthquake,2018-09-11T07:51:02.998Z,2018-09-11T20:38:49.549Z,177.3386511,-37.59015017,2.137970714,5.234375,M,,NonLinLoc,confirmed,manual,nz3drx,17,12,7,0.1312797845,175.5904436,0.5256018984,0
2018p684651,,2018-09-11T07:42:40.398Z,2018-09-11T12:58:24.704Z,177.9379822,-37.81618538,1.55379728,47.1875,M,,NonLinLoc,,automatic,nz3drx,15,15,3,0.1211227563,177.7669727,1.169023527,0
2018p684639,,2018-09-11T07:35:48.869Z,2018-09-11T07:38:03.277Z,174.1625462,-41.79891636,2.038144529,8.515625,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.0620269154,142.7531741,0.4911098597,0
2018p684565,earthquake,2018-09-11T06:56:43.566Z,2018-09-20T03:22:14.116Z,174.7572327,-42.34731293,2.256468599,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,28,17,6,0.8003534079,193.9521294,0.6906958399,0
2018p684563,,2018-09-11T06:55:28.119Z,2018-09-11T06:57:10.392Z,177.6705438,-39.10146084,1.681852576,12.265625,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.07816940648,109.3334747,0.4254786458,0
2018p684524,earthquake,2018-09-11T06:34:27.010Z,2018-09-20T03:06:57.480Z,177.1327515,-37.11289978,3.146462744,155.2085876,M,,LOCSAT,confirmed,manual,iasp91,45,29,14,0.8245077729,173.8702316,0.6953495753,0
2018p684512,,2018-09-11T06:28:11.735Z,2018-09-11T08:59:43.878Z,173.5091345,-42.30460284,2.08307833,26.5625,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.1134083619,125.4434317,0.6922284911,0
2018p684410,,2018-09-11T05:33:46.147Z,2018-09-11T05:35:07.424Z,175.8813813,-40.61064902,1.969722331,25.859375,M,,NonLinLoc,,automatic,nz3drx,17,17,10,0.08843573077,82.50817535,0.3798770491,0
2018p684376,,2018-09-11T05:15:44.182Z,2018-09-11T05:17:49.999Z,174.8791227,-40.18629563,1.940379532,25.625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.4392222877,141.7686533,0.5020075381,0
2018p684369,earthquake,2018-09-11T05:11:58.266Z,2018-09-20T02:47:16.809Z,174.8141937,-42.39912033,2.4470782,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,36,22,6,0.7610619664,199.1550961,0.8470086799,0
2018p684255,earthquake,2018-09-11T04:11:11.808Z,2018-09-11T04:16:14.426Z,176.1939915,-40.35494412,1.674455976,25.859375,M,,NonLinLoc,confirmed,manual,nz3drx,20,16,13,0.05768754203,58.25561917,0.4664160623,0
2018p684201,outside of network interest,2018-09-11T03:41:59.155Z,2018-09-11T04:05:26.533Z,-179.059433,-33.23366165,4.601356644,130.5856018,M,,LOCSAT,confirmed,manual,iasp91,42,26,12,4.092496872,187.6990061,2.409018016,0
2018p684093,,2018-09-11T02:45:17.820Z,2018-09-11T02:47:01.100Z,177.947006,-38.74427008,1.713760913,31.71875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.147374336,158.2588211,0.5569066098,0
2018p683804,,2018-09-11T00:11:11.066Z,2018-09-11T00:12:41.437Z,175.5291975,-40.96695434,1.743155228,24.921875,M,,NonLinLoc,,automatic,nz3drx,15,15,11,0.06840517948,55.18939163,0.3414350573,0
2018p683761,,2018-09-10T23:47:53.698Z,2018-09-10T23:49:51.798Z,175.8794685,-40.60142303,1.371637848,29.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.08406748842,84.19420593,0.3080212261,0
2018p683710,outside of network interest,2018-09-10T23:22:00.550Z,2018-09-19T23:02:42.507Z,173.1669336,-41.66372772,2.908771943,233.75,M,,NonLinLoc,,automatic,nz3drx,18,18,5,0.2198248841,73.43985089,2.83103195,0
2018p683669,earthquake,2018-09-10T22:59:18.397Z,2018-09-19T22:50:10.859Z,173.0653839,-43.13955688,2.387425742,10.3298521,M,,LOCSAT,confirmed,manual,iasp91,25,15,6,0.1735684127,154.5165691,0.7238601216,0
2018p683574,earthquake,2018-09-10T22:08:23.492Z,2018-09-19T22:40:53.982Z,168.1481934,-44.61172867,2.825453222,73.06331635,M,,LOCSAT,confirmed,manual,iasp91,26,15,4,0.1698949188,151.8974457,0.8188957467,0
2018p683534,,2018-09-10T21:47:06.808Z,2018-09-10T21:49:08.534Z,176.4130234,-37.97887365,2.265402797,96.875,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.6070795421,114.3006753,0.8661353268,0
2018p683454,,2018-09-10T21:04:35.072Z,2018-09-10T21:06:53.902Z,176.4854053,-38.5911463,1.940332088,105.3125,M,,NonLinLoc,,automatic,nz3drx,22,22,9,0.2540948971,102.8105034,1.446552593,0
2018p683403,earthquake,2018-09-10T20:37:44.907Z,2018-09-11T03:01:25.563Z,175.7379429,-39.39681011,1.258171183,16.71875,M,,NonLinLoc,confirmed,manual,nz3drx,18,14,7,0.1412873123,306.5856835,0.7980381471,0
2018p683317,earthquake,2018-09-10T19:51:34.735Z,2018-09-19T22:31:57.705Z,174.3860016,-41.53276062,3.200784496,6.518277645,M,,LOCSAT,confirmed,manual,iasp91,45,33,21,0.2516861856,117.3103867,0.5471616599,0
2018p683310,earthquake,2018-09-10T19:47:48.213Z,2018-09-19T22:23:46.832Z,176.5396729,-37.4411087,2.964127959,204.6417694,M,,LOCSAT,confirmed,manual,iasp91,61,54,30,0.5533459187,131.91259,0.5018447703,0
2018p683249,,2018-09-10T19:15:32.851Z,2018-09-10T19:17:51.530Z,174.4916756,-40.27808073,2.239572567,43.4375,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.6598619622,110.5951,0.5494641844,0
2018p683223,,2018-09-10T19:01:22.568Z,2018-09-10T19:03:27.921Z,176.4549969,-40.0819241,1.609233075,35.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.01927040415,93.34456979,0.6459468008,0
2018p683170,,2018-09-10T18:33:13.518Z,2018-09-10T18:44:01.056Z,176.2232988,-38.50975207,2.001277726,60.3125,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.5976202002,190.8966179,0.6813009945,0
2018p683125,,2018-09-10T18:09:15.205Z,2018-09-10T18:11:31.785Z,177.96735,-37.75046662,1.884035345,45.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1428797026,236.4267649,0.8794806277,0
2018p683087,outside of network interest,2018-09-10T17:48:04.150Z,2018-09-19T22:05:04.468Z,-178.4007416,-33.7592659,4.497822094,120,M,operator assigned,LOCSAT,confirmed,manual,iasp91,41,22,14,4.502267838,167.2217979,1.746273301,0
2018p682971,earthquake,2018-09-10T16:46:58.322Z,2018-09-11T02:52:55.254Z,176.7592094,-38.06583893,2.510899216,6.0546875,M,,NonLinLoc,confirmed,manual,nz3drx,49,46,27,0.04596284266,75.1441548,0.4938640092,0
2018p682921,,2018-09-10T16:20:53.987Z,2018-09-10T16:22:57.359Z,174.657008,-40.39312763,1.994834551,33.125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.5035952614,130.5852056,2.141047747,0
2018p682894,,2018-09-10T16:06:16.400Z,2018-09-10T16:08:11.591Z,175.9913678,-40.90898667,1.30677843,17.890625,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.1516152799,161.2277872,0.2907869242,0
2018p682871,earthquake,2018-09-10T15:53:52.134Z,2018-09-19T21:44:02.946Z,179.520401,-35.31793594,3.831953004,255.1740112,M,,LOCSAT,confirmed,manual,iasp91,65,38,20,2.444289207,316.1244965,1.395055655,0
2018p682838,earthquake,2018-09-10T15:36:32.710Z,2018-09-11T02:57:16.341Z,176.7682671,-38.07695173,1.97085964,6.9921875,M,,NonLinLoc,confirmed,manual,nz3drx,21,18,12,0.0396562577,115.7502758,0.3380115694,0
2018p682798,,2018-09-10T15:15:09.179Z,2018-09-10T15:32:38.013Z,174.8989276,-40.08515332,2.296369545,29.84375,M,,NonLinLoc,,automatic,nz3drx,44,44,22,0.3367297383,92.00807084,0.6465369096,0
2018p682791,earthquake,2018-09-10T15:11:18.943Z,2018-09-11T03:00:04.608Z,177.2779364,-37.61492041,1.787708134,5.234375,M,,NonLinLoc,confirmed,manual,nz3drx,17,14,6,0.1092352083,147.316601,0.3949458786,0
2018p682756,,2018-09-10T14:52:47.278Z,2018-09-10T15:28:58.931Z,176.0546974,-38.43955302,2.455820762,135.78125,M,,NonLinLoc,,automatic,nz3drx,86,86,36,0.3766176318,64.21939591,1.389540652,0
2018p682710,,2018-09-10T14:28:06.374Z,2018-09-10T14:31:26.421Z,178.8134766,-42.17285156,2.987389874,39.70507812,M,,NonLinLoc,,automatic,iaspei91,14,14,5,2.675452907,312.7486855,0.214646267,0
2018p682597,,2018-09-10T13:28:08.127Z,2018-09-10T13:29:41.640Z,176.9669686,-38.61426286,1.431294324,44.84375,M,,NonLinLoc,,automatic,nz3drx,21,21,7,0.01097128097,75.89387395,0.3859193544,0
2018p682586,,2018-09-10T13:22:10.982Z,2018-09-10T13:24:36.273Z,177.9672013,-37.49726729,2.600118068,37.8125,M,,NonLinLoc,,automatic,nz3drx,34,34,15,0.2732508178,211.236409,1.155617503,0
2018p682567,,2018-09-10T13:12:24.006Z,2018-09-10T13:14:35.648Z,178.3625721,-37.63282752,2.116195298,16.25,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.08005354996,222.0666509,0.6927543725,0
2018p682519,,2018-09-10T12:46:12.788Z,2018-09-10T12:48:18.672Z,175.7158065,-39.45532516,1.624929983,17.890625,M,,NonLinLoc,,automatic,nz3drx,35,35,14,0.05567957102,53.52398816,0.3360508078,0
2018p682508,,2018-09-10T12:40:18.706Z,2018-09-10T12:43:38.101Z,175.3022388,-39.0959223,1.64422256,13.203125,M,,NonLinLoc,,automatic,nz3drx,38,38,18,0.1085272412,64.15840812,0.4509070781,0
2018p682481,earthquake,2018-09-10T12:26:10.037Z,2018-09-11T03:43:42.136Z,175.6269073,-39.42132568,1.138597419,22.43990517,M,,LOCSAT,confirmed,manual,iasp91,18,15,9,0.09685834497,288.2820663,0.1164003229,0
2018p682433,,2018-09-10T12:00:42.773Z,2018-09-10T12:02:56.323Z,176.7351086,-40.50029175,2.291401108,17.65625,M,,NonLinLoc,,automatic,nz3drx,32,32,17,0.2000175937,206.9265872,1.006108795,0
2018p682342,,2018-09-10T11:12:05.770Z,2018-09-10T11:31:25.200Z,175.1287373,-39.94364344,1.873305205,47.1875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.2151443606,138.9399743,0.4587816042,0
2018p682334,,2018-09-10T11:07:33.217Z,2018-09-10T11:09:33.851Z,173.7917569,-42.01414199,2.263750145,26.09375,M,,NonLinLoc,,automatic,nz3drx,27,27,9,0.304633719,142.4446457,0.719009694,0
2018p682292,,2018-09-10T10:45:40.445Z,2018-09-10T10:47:10.781Z,174.6576726,-41.38559592,1.807852727,22.34375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1309398185,167.1862744,0.2242130975,0
2018p682290,,2018-09-10T10:44:37.948Z,2018-09-10T10:46:26.613Z,177.1438308,-39.42614979,1.879005905,20.46875,M,,NonLinLoc,,automatic,nz3drx,17,17,8,0.1949753037,179.8978622,0.440272666,0
2018p682246,,2018-09-10T10:21:11.547Z,2018-09-10T10:23:21.302Z,174.6574454,-39.5257786,1.740812667,89.375,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.3382696176,130.4710128,0.7435714887,0
2018p682228,,2018-09-10T10:11:31.972Z,2018-09-10T10:13:09.445Z,177.9697005,-38.8848805,1.967668699,30.78125,M,,NonLinLoc,,automatic,nz3drx,18,18,9,0.07997070028,165.7853266,0.3327199174,0
2018p682205,,2018-09-10T09:59:09.177Z,2018-09-10T10:00:45.608Z,175.1385351,-40.87281189,1.613238953,29.84375,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.05992733595,111.4125796,0.3449874783,0
2018p682040,outside of network interest,2018-09-10T08:30:04.934Z,2018-09-19T05:14:35.310Z,-177.957962,-32.4173851,4.784879329,120,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,42,24,6,3.145492792,204.7929006,1.906751572,0.1090578404
2018p682038,,2018-09-10T08:29:50.057Z,2018-09-10T08:32:25.454Z,172.347399,-43.69924395,1.840475541,9.921875,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.1521961308,108.4959233,0.5763794806,0
2018p681992,earthquake,2018-09-10T08:05:25.925Z,2018-09-10T08:26:07.478Z,174.9799652,-39.24624252,1.476539836,22.75247765,M,,LOCSAT,confirmed,manual,iasp91,16,9,5,0.2108470947,195.0802994,0.125648972,0
2018p681983,,2018-09-10T08:01:41.283Z,2018-09-10T08:04:26.629Z,177.494336,-37.57583492,2.160501895,77.1875,M,,NonLinLoc,,automatic,nz3drx,25,25,11,0.2840442135,225.182565,1.609689152,0
2018p681896,earthquake,2018-09-10T07:14:11.690Z,2018-09-19T03:08:35.270Z,177.2950439,-37.5573349,3.053997587,129.0791168,M,,LOCSAT,confirmed,manual,iasp91,43,37,26,0.3914526701,139.6719589,0.5888589105,0
2018p681885,,2018-09-10T07:08:47.158Z,2018-09-10T07:10:47.259Z,175.2525788,-40.28589043,1.764174476,24.21875,M,,NonLinLoc,,automatic,nz3drx,21,21,7,0.09441603002,120.4183882,0.4964602996,0
2018p681851,earthquake,2018-09-10T06:50:30.414Z,2018-09-10T07:55:10.131Z,175.2486267,-40.27988815,2.219372346,16.2479496,M,,LOCSAT,confirmed,manual,iasp91,51,45,26,0.0899701938,96.55018616,0.6453042773,0
2018p681818,outside of network interest,2018-09-10T06:31:38.863Z,2018-09-19T02:59:45.570Z,-178.1040497,-32.34006119,5.272280165,120,mB,operator assigned,LOCSAT,confirmed,manual,iasp91,43,28,13,3.072295427,201.3783908,1.683415572,0.1721969803
2018p681807,earthquake,2018-09-10T06:27:17.125Z,2018-09-10T06:40:02.404Z,175.5164642,-40.96637344,4.026157178,22.65688133,M,,LOCSAT,confirmed,manual,iasp91,50,30,24,0.06898292899,46.89028168,0.5193378362,0
2018p681786,earthquake,2018-09-10T06:16:00.822Z,2018-09-11T20:44:03.202Z,175.6374458,-39.29288578,0.302049917,18.359375,M,,NonLinLoc,confirmed,manual,nz3drx,17,15,5,0.02708418073,113.4941811,0.338554856,0
2018p681748,outside of network interest,2018-09-10T05:54:12.369Z,2018-09-10T06:58:09.655Z,-178.5007324,-32.33972549,4.494275418,100,M,operator assigned,LOCSAT,confirmed,manual,iasp91,55,38,25,3.108263016,192.8361387,2.473576175,0
2018p681658,outside of network interest,2018-09-10T05:06:07.703Z,2018-09-10T05:24:14.764Z,-178.4099884,-32.30138779,5.421763125,93.70110321,M,,LOCSAT,confirmed,manual,iasp91,29,16,13,3.058825493,195.1271639,1.429042363,0
2018p681639,outside of network interest,2018-09-10T04:56:14.966Z,2018-09-10T05:12:29.111Z,-178.1817627,-32.38307571,4.931520461,152.8888245,mB,,LOCSAT,confirmed,manual,iasp91,71,53,21,3.119233847,200.6167226,2.294633279,0.2684576908
2018p681596,outside of network interest,2018-09-10T04:33:08.179Z,2018-09-10T05:36:18.269Z,-177.9925842,-32.33143234,5.088126889,126.0132523,M,,LOCSAT,confirmed,manual,iasp91,96,71,38,3.060253143,203.7525536,1.501022276,0
2018p681569,outside of network interest,2018-09-10T04:18:54.551Z,2018-09-18T23:58:54.500Z,-177.5817719,-32.46209717,6.699091973,126.3617325,M,,LOCSAT,confirmed,manual,iasp91,121,108,80,3.203154802,212.7880249,1.574198633,0
2018p681495,,2018-09-10T03:40:34.000Z,2018-09-10T03:42:37.764Z,174.2987986,-41.71449421,2.015531166,10.390625,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.07335187407,133.6598648,0.5186102406,0
2018p681434,earthquake,2018-09-10T03:08:22.645Z,2018-09-11T21:04:13.159Z,174.2101126,-39.51721468,1.605320274,33.59375,M,,NonLinLoc,confirmed,manual,nz3drx,14,11,3,0.1789830815,216.4981086,0.4330620527,0
2018p681223,,2018-09-10T01:15:52.373Z,2018-09-10T01:17:41.734Z,177.9684917,-38.67080573,2.021640146,23.046875,M,,NonLinLoc,,automatic,nz3drx,19,19,11,0.1667168386,141.9931003,0.3126311636,0
2018p681205,,2018-09-10T01:06:03.922Z,2018-09-10T01:07:17.520Z,174.6787544,-41.14936816,1.639644509,28.90625,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.3105327188,108.269048,0.1147197484,0
2018p681195,,2018-09-10T01:01:00.334Z,2018-09-10T01:03:18.605Z,174.7569882,-39.36700667,2.149820607,22.34375,M,,NonLinLoc,,automatic,nz3drx,33,33,15,0.2409212286,75.18658821,0.7728471462,0
2018p681103,,2018-09-10T00:12:14.631Z,2018-09-10T00:15:02.318Z,175.83453,-41.56532791,2.11129923,39.6875,M,,NonLinLoc,,automatic,nz3drx,31,31,10,0.1957933391,222.6379534,1.45508698,0
2018p681060,,2018-09-09T23:48:50.890Z,2018-09-09T23:50:24.671Z,174.7710323,-41.54238462,2.001660059,27.03125,M,,NonLinLoc,,automatic,nz3drx,16,16,11,0.1535522836,160.94892,0.2141659012,0
2018p681027,,2018-09-09T23:31:35.021Z,2018-09-09T23:32:46.801Z,176.1542069,-40.33291684,1.528784236,42.96875,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.03386521492,77.70294001,0.3074232463,0
2018p680982,earthquake,2018-09-09T23:07:48.657Z,2018-09-11T21:01:36.839Z,175.2685219,-39.19578252,1.047576526,27.03125,M,,NonLinLoc,confirmed,manual,nz3drx,15,12,6,0.236612856,275.3471726,0.4325664586,0
2018p680938,earthquake,2018-09-09T22:43:45.872Z,2018-09-09T23:37:55.262Z,168.3703003,-44.54257965,2.788871282,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,15,9,3,0.3429712653,145.129612,0.5018159705,0
2018p680766,earthquake,2018-09-09T21:12:28.053Z,2018-09-18T05:27:17.373Z,171.4221649,-43.08978653,2.475910814,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,30,22,7,0.3654563129,91.00903201,0.7600528956,0
2018p680696,earthquake,2018-09-09T20:35:14.453Z,2018-09-18T05:24:59.889Z,172.3602905,-41.40816498,2.660503967,144.1744232,M,,LOCSAT,confirmed,manual,iasp91,19,11,5,0.2990674078,141.5100775,0.3756355041,0
2018p680655,,2018-09-09T20:13:14.224Z,2018-09-09T20:15:38.144Z,172.9422997,-40.96354425,2.210033346,8.515625,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.07135892817,91.0251065,0.6289725192,0
2018p680543,earthquake,2018-09-09T19:13:21.879Z,2018-09-18T05:11:54.172Z,173.7316132,-43.25383377,2.911838108,12,M,operator assigned,LOCSAT,confirmed,manual,iasp91,16,10,3,0.5851694345,233.4138031,0.5185019796,0
2018p680449,,2018-09-09T18:23:24.111Z,2018-09-09T18:26:26.816Z,173.249433,-41.42414251,2.286367935,65.46875,M,,NonLinLoc,,automatic,nz3drx,20,20,9,0.227506297,88.10784709,0.6958013848,0
2018p680439,,2018-09-09T18:18:26.482Z,2018-09-09T18:20:48.233Z,175.072647,-39.28153983,1.416457228,28.4375,M,,NonLinLoc,,automatic,nz3drx,13,13,5,0.2115121832,142.0857069,0.9437671718,0
2018p680371,,2018-09-09T17:42:06.694Z,2018-09-09T17:44:56.073Z,174.9745359,-40.10577282,2.042329348,30.3125,M,,NonLinLoc,,automatic,nz3drx,35,35,13,0.7126361933,97.14629992,0.6562248563,0
2018p680345,,2018-09-09T17:28:22.029Z,2018-09-09T17:29:49.510Z,177.5006907,-37.74930473,2.0255684,54.6875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.2229336163,231.9029039,0.7771875371,0
2018p680314,,2018-09-09T17:11:52.012Z,2018-09-09T17:14:22.312Z,178.0317596,-37.81243129,1.859848628,17.1875,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.06484177339,220.1005599,0.9007597398,0
2018p680266,,2018-09-09T16:45:46.257Z,2018-09-09T16:47:39.133Z,175.7352104,-39.46758458,1.442928039,16.953125,M,,NonLinLoc,,automatic,nz3drx,29,29,14,0.06108119175,86.28953906,0.2393622183,0
2018p680232,,2018-09-09T16:27:40.596Z,2018-09-09T16:29:43.994Z,173.6092293,-42.18569568,1.988292502,23.28125,M,,NonLinLoc,,automatic,nz3drx,12,12,3,0.2363894719,147.3304608,0.4140691716,0
2018p680199,earthquake,2018-09-09T16:10:24.759Z,2018-09-09T16:28:10.422Z,175.710968,-38.54968643,4.418027028,138.2263489,M,,LOCSAT,confirmed,manual,iasp91,100,85,65,0.1068846062,55.38134766,0.5048490029,0
2018p680175,,2018-09-09T15:57:29.758Z,2018-09-09T15:58:50.777Z,175.8629949,-40.63677396,1.343437856,24.453125,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.1167218322,81.86961223,0.2818247473,0
2018p680172,,2018-09-09T15:56:06.026Z,2018-09-09T15:58:00.509Z,175.9193264,-39.55152344,1.393894707,12.265625,M,,NonLinLoc,,automatic,nz3drx,22,22,7,0.1891749728,84.02296546,0.8338848087,0
2018p680113,earthquake,2018-09-09T15:24:36.826Z,2018-09-18T05:04:02.310Z,174.0326385,-41.83794785,2.327962915,7.493597031,M,,LOCSAT,confirmed,manual,iasp91,17,12,6,0.07975750417,115.5478592,0.2592557494,0
2018p680095,earthquake,2018-09-09T15:15:07.548Z,2018-09-18T04:57:48.604Z,172.7984924,-42.66726303,2.375186874,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,29,19,10,0.1941924542,54.70178223,0.7046057946,0
2018p680083,,2018-09-09T15:09:25.848Z,2018-09-09T15:11:51.191Z,176.1079074,-38.99296706,2.02249719,120.3125,M,,NonLinLoc,,automatic,nz3drx,37,37,15,0.2931669013,77.84630922,2.036732916,0
2018p680084,,2018-09-09T15:09:14.844Z,2018-09-09T15:11:22.262Z,177.6569937,-37.45761487,2.565246632,63.125,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.310241526,219.7825185,1.227671268,0
2018p680010,,2018-09-09T14:29:54.461Z,2018-09-09T14:33:24.186Z,176.3690307,-36.92404405,2.476394304,40.625,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.9862067293,209.8183273,2.1745022,0
2018p680005,,2018-09-09T14:26:41.282Z,2018-09-09T14:28:35.051Z,174.0548547,-41.79492487,1.570846476,14.84375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1271827427,142.3716658,0.6419705751,0
2018p679995,earthquake,2018-09-09T14:21:47.815Z,2018-09-18T03:58:01.894Z,168.3587341,-44.53509521,2.46117737,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,22,14,3,0.3383540213,147.9746208,0.7075013892,0.1268607911
2018p679994,,2018-09-09T14:20:52.143Z,2018-09-09T14:31:35.674Z,175.4693156,-38.97345936,2.428777411,139.0625,M,,NonLinLoc,,automatic,nz3drx,47,47,20,0.169249624,83.1747062,1.490105143,0
2018p679987,,2018-09-09T14:17:13.651Z,2018-09-09T14:20:02.092Z,177.0873824,-37.9097694,2.081762695,45.3125,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.3511752783,183.3507776,0.8032868999,0
2018p679841,earthquake,2018-09-09T12:59:28.113Z,2018-09-12T02:43:10.087Z,175.7228936,-39.47054539,1.570729181,16.484375,M,,NonLinLoc,confirmed,manual,nz3drx,31,28,14,0.0669299494,54.95509255,0.256678618,0
2018p679786,,2018-09-09T12:30:12.834Z,2018-09-09T13:05:58.223Z,176.8541692,-39.78980405,2.372442554,38.984375,M,,NonLinLoc,,automatic,nz3drx,54,54,27,0.01759673503,70.79195333,0.7981288844,0
2018p679761,earthquake,2018-09-09T12:17:08.131Z,2018-09-18T03:45:58.406Z,174.3430786,-41.25619888,2.716795081,50.87253571,M,,LOCSAT,confirmed,manual,iasp91,43,26,15,0.06805896014,92.32736969,0.5366550083,0
2018p679725,earthquake,2018-09-09T11:57:34.776Z,2018-09-09T19:13:26.967Z,176.7252644,-38.14936862,1.932182024,7.109375,M,,NonLinLoc,confirmed,manual,nz3drx,20,17,13,0.0429077157,59.45871419,0.2945766508,0
2018p679684,,2018-09-09T11:36:04.598Z,2018-09-09T11:37:22.995Z,173.3807512,-41.10591154,1.776170097,80.9375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.1128808361,120.1713389,0.5603066194,0
2018p679518,,2018-09-09T10:07:30.030Z,2018-09-09T10:09:34.129Z,174.2005502,-41.75164957,1.654922,16.484375,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.01009027169,132.239373,0.4724512543,0
2018p679454,,2018-09-09T09:33:12.746Z,2018-09-09T09:35:32.820Z,167.2853646,-45.52411893,2.620695841,41.5625,M,,NonLinLoc,,automatic,nz3drx,16,16,4,0.1128545663,90.7594802,0.7069078183,0
2018p679449,,2018-09-09T09:30:31.202Z,2018-09-09T09:33:23.891Z,176.0804471,-41.00664583,2.475702787,25.390625,M,,NonLinLoc,,automatic,nz3drx,36,36,21,0.1358283053,173.5778868,0.7721638227,0
2018p679440,,2018-09-09T09:26:12.894Z,2018-09-09T09:28:27.876Z,175.3407014,-39.2363344,1.724716694,80.9375,M,,NonLinLoc,,automatic,nz3drx,32,32,13,0.05472087895,74.01247745,0.930600213,0
2018p679343,earthquake,2018-09-09T08:34:03.189Z,2018-09-18T03:34:19.973Z,177.3034058,-36.72295761,2.572635234,158.5168915,M,,LOCSAT,confirmed,manual,iasp91,30,20,3,1.099883556,289.0606537,0.381810409,0
2018p679308,earthquake,2018-09-09T08:15:50.550Z,2018-09-12T02:42:00.554Z,175.3204033,-39.24363727,1.277736975,19.4140625,M,,NonLinLoc,confirmed,manual,nz3drx,28,24,13,0.05087271089,77.31562278,0.2161245731,0
