ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11446575,JB435984,09/15/2018 12:15:00 AM,037XX W ROOSEVELT RD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1011,010,24,29,03,1151743,1894456,2018,09/22/2018 04:01:14 PM,41.86626262,-87.718413231,"(41.86626262, -87.718413231)"
11446583,JB436017,09/15/2018 12:45:00 AM,009XX S SPAULDING AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1134,011,24,29,03,1154520,1895767,2018,09/22/2018 04:01:14 PM,41.869805108,-87.708183512,"(41.869805108, -87.708183512)"
11446615,JB436034,09/15/2018 01:20:00 AM,004XX S HALSTED ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,false,false,1232,012,2,28,03,1171119,1898086,2018,09/22/2018 04:01:14 PM,41.875820724,-87.647175913,"(41.875820724, -87.647175913)"
11447091,JB436619,09/15/2018 02:00:00 AM,063XX N BROADWAY,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESTAURANT,false,false,2433,024,40,77,05,1167153,1942227,2018,09/22/2018 04:01:14 PM,41.997031894,-87.6604655,"(41.997031894, -87.6604655)"
11446949,JB436479,09/15/2018 02:00:00 AM,052XX S HYDE PARK BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0234,002,4,41,03,1188418,1870929,2018,09/22/2018 04:01:14 PM,41.800903483,-87.584530624,"(41.800903483, -87.584530624)"
11453061,JB436204,09/15/2018 02:30:00 AM,012XX E 76TH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,0411,004,5,45,03,1186108,1854865,2018,09/26/2018 04:12:46 PM,41.756877411,-87.593508891,"(41.756877411, -87.593508891)"
11446736,JB436092,09/15/2018 02:48:00 AM,089XX S BLACKSTONE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0413,004,8,48,03,1187676,1846070,2018,09/22/2018 04:01:14 PM,41.732705923,-87.58804169,"(41.732705923, -87.58804169)"
11446674,JB436095,09/15/2018 03:00:00 AM,078XX S YATES BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0421,004,7,43,03,1193561,1853361,2018,09/22/2018 04:01:14 PM,41.752571189,-87.56624456,"(41.752571189, -87.56624456)"
11446679,JB436110,09/15/2018 03:14:00 AM,054XX S HYDE PARK BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0234,002,5,41,03,1188587,1869139,2018,09/22/2018 04:01:14 PM,41.795987556,-87.583968081,"(41.795987556, -87.583968081)"
11446654,JB436116,09/15/2018 03:30:00 AM,033XX N PULASKI RD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1731,017,31,16,03,1149147,1921656,2018,09/22/2018 04:01:14 PM,41.940952796,-87.72723795,"(41.940952796, -87.72723795)"
11446683,JB436153,09/15/2018 04:00:00 AM,048XX S CALUMET AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0224,002,3,38,05,1179250,1873015,2018,09/22/2018 04:01:14 PM,41.806841894,-87.618088762,"(41.806841894, -87.618088762)"
11446713,JB436155,09/15/2018 05:07:00 AM,0000X E 21ST ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0131,001,3,33,03,1177308,1890284,2018,09/22/2018 04:01:14 PM,41.854273529,-87.624688864,"(41.854273529, -87.624688864)"
11446723,JB436162,09/15/2018 05:18:00 AM,024XX S INDIANA AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0132,001,2,33,03,1178005,1888397,2018,09/22/2018 04:01:14 PM,41.849079661,-87.622187983,"(41.849079661, -87.622187983)"
11447413,JB436167,09/15/2018 05:22:00 AM,046XX S LANGLEY AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,0221,002,4,38,05,1181714,1874414,2018,09/22/2018 04:01:14 PM,41.810624238,-87.609008452,"(41.810624238, -87.609008452)"
11450010,JB440547,09/15/2018 05:44:00 AM,012XX W MORSE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,2431,024,49,1,03,1166627,1946209,2018,09/22/2018 04:01:14 PM,42.007969901,-87.662285627,"(42.007969901, -87.662285627)"
11446731,JB436169,09/15/2018 06:09:00 AM,021XX N HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,TAVERN/LIQUOR STORE,false,false,1812,018,43,7,05,1170598,1914529,2018,09/22/2018 04:01:14 PM,41.920952729,-87.648606978,"(41.920952729, -87.648606978)"
11447441,JB437194,09/15/2018 07:00:00 AM,070XX S CRANDON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0331,003,5,43,05,1192537,1858884,2018,09/22/2018 04:01:14 PM,41.767751731,-87.569817384,"(41.767751731, -87.569817384)"
11447405,JB437071,09/15/2018 07:00:00 AM,025XX N KIMBALL AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1413,014,26,22,05,1153279,1916709,2018,09/22/2018 04:01:14 PM,41.927296667,-87.712182955,"(41.927296667, -87.712182955)"
11446951,JB436201,09/15/2018 07:09:00 AM,023XX S WABASH AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0131,001,2,33,03,1177115,1888847,2018,09/22/2018 04:01:14 PM,41.850334671,-87.625440724,"(41.850334671, -87.625440724)"
11446897,JB436328,09/15/2018 09:20:00 AM,076XX S DREXEL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,0624,006,6,69,03,1183553,1854644,2018,09/22/2018 04:01:14 PM,41.756330877,-87.602879293,"(41.756330877, -87.602879293)"
11447258,JB437012,09/15/2018 11:00:00 AM,004XX E 35TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0212,002,4,35,05,1179647,1881882,2018,09/22/2018 04:01:14 PM,41.831164576,-87.616361345,"(41.831164576, -87.616361345)"
11447303,JB436456,09/15/2018 11:20:00 AM,060XX S FAIRFIELD AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0825,008,15,66,03,1159080,1864436,2018,09/22/2018 04:01:14 PM,41.783736764,-87.692300635,"(41.783736764, -87.692300635)"
11446920,JB436482,09/15/2018 11:40:00 AM,032XX W THOMAS ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1121,011,26,23,05,1154634,1907135,2018,09/22/2018 04:01:14 PM,41.90099775,-87.707460593,"(41.90099775, -87.707460593)"
11454368,JB445955,09/15/2018 12:00:00 PM,082XX S DORCHESTER AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0411,004,8,45,05,1186973,1850581,2018,09/26/2018 04:12:46 PM,41.745101245,-87.590474412,"(41.745101245, -87.590474412)"
11448233,JB438362,09/15/2018 12:00:00 PM,032XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0211,002,2,35,05,1179342,1883582,2018,09/22/2018 04:01:14 PM,41.83583648,-87.617428417,"(41.83583648, -87.617428417)"
11459966,JB453326,09/15/2018 12:30:00 PM,134XX S BURLEY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0433,004,10,55,05,1199769,1816451,2018,09/30/2018 03:52:49 PM,41.651132674,-87.544733889,"(41.651132674, -87.544733889)"
11447306,JB436697,09/15/2018 12:30:00 PM,006XX N KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1221,012,27,23,05,1154928,1904048,2018,09/22/2018 04:01:14 PM,41.892520844,-87.706463551,"(41.892520844, -87.706463551)"
11446941,JB436523,09/15/2018 12:30:00 PM,033XX W 60TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0823,008,16,66,05,1155174,1864309,2018,09/22/2018 04:01:14 PM,41.783467274,-87.706624956,"(41.783467274, -87.706624956)"
11446977,JB436527,09/15/2018 12:45:00 PM,093XX S ESCANABA AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0423,004,10,48,03,1197013,1843642,2018,09/22/2018 04:01:14 PM,41.725816334,-87.553917257,"(41.725816334, -87.553917257)"
11452620,JB443731,09/15/2018 02:00:00 PM,056XX W LAKE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1512,015,29,25,05,1138389,1902211,2018,09/23/2018 03:56:26 PM,41.887795397,-87.767249835,"(41.887795397, -87.767249835)"
11447142,JB436670,09/15/2018 02:00:00 PM,039XX W MADISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1122,011,28,26,03,1150223,1899725,2018,09/22/2018 04:01:14 PM,41.880751096,-87.723855981,"(41.880751096, -87.723855981)"
11447125,JB436805,09/15/2018 02:45:00 PM,025XX W GUNNISON ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2031,020,47,4,05,1158604,1932194,2018,09/22/2018 04:01:14 PM,41.969680931,-87.692190082,"(41.969680931, -87.692190082)"
11447360,JB436724,09/15/2018 03:15:00 PM,048XX W LAKE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,1532,015,28,25,03,1144147,1901839,2018,09/22/2018 04:01:14 PM,41.886668404,-87.746113681,"(41.886668404, -87.746113681)"
11447166,JB436806,09/15/2018 03:50:00 PM,0000X W 113TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0522,005,34,49,03,1177934,1830039,2018,09/22/2018 04:01:14 PM,41.688940622,-87.624214395,"(41.688940622, -87.624214395)"
11447307,JB437069,09/15/2018 04:47:00 PM,0000X W ONTARIO ST,0620,BURGLARY,UNLAWFUL ENTRY,BAR OR TAVERN,true,false,1832,018,42,8,05,1176071,1904482,2018,09/23/2018 03:56:26 PM,41.893261633,-87.628801359,"(41.893261633, -87.628801359)"
11448044,JB438106,09/15/2018 05:00:00 PM,076XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0623,006,6,69,05,1178039,1854371,2018,09/22/2018 04:01:14 PM,41.75570843,-87.623095082,"(41.75570843, -87.623095082)"
11447159,JB436898,09/15/2018 05:20:00 PM,017XX N LOREL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2532,025,37,25,05,1140460,1911094,2018,09/22/2018 04:01:14 PM,41.912133659,-87.759426119,"(41.912133659, -87.759426119)"
11447534,JB437401,09/15/2018 05:30:00 PM,058XX S KILBOURN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0813,008,13,62,05,1147367,1865463,2018,09/22/2018 04:01:14 PM,41.786786618,-87.735219059,"(41.786786618, -87.735219059)"
11447596,JB437013,09/15/2018 06:10:00 PM,084XX S VINCENNES AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0622,006,21,71,05,1173641,1848645,2018,09/22/2018 04:01:14 PM,41.74009406,-87.639381874,"(41.74009406, -87.639381874)"
11448237,JB438126,09/15/2018 07:30:00 PM,003XX E 85TH ST,031A,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,false,false,0632,006,6,44,03,1180148,1848716,2018,09/22/2018 04:01:14 PM,41.740142431,-87.615539045,"(41.740142431, -87.615539045)"
11447757,JB437722,09/15/2018 08:00:00 PM,013XX N OAKLEY BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1424,014,1,24,05,1160828,1908939,2018,09/22/2018 04:01:14 PM,41.905821813,-87.684659407,"(41.905821813, -87.684659407)"
11449376,JB437834,09/15/2018 08:15:00 PM,046XX S BISHOP ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,OTHER,false,false,0924,009,3,61,05,1167451,1873929,2018,09/26/2018 04:12:46 PM,41.809611311,-87.661337386,"(41.809611311, -87.661337386)"
11447399,JB437210,09/15/2018 08:30:00 PM,0000X S WESTERN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,false,false,1223,012,2,28,03,1160423,1899556,2018,09/22/2018 04:01:14 PM,41.880082464,-87.686406991,"(41.880082464, -87.686406991)"
11447355,JB437099,09/15/2018 08:35:00 PM,007XX E 42ND ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0214,002,4,38,03,1181806,1877311,2018,09/22/2018 04:01:14 PM,41.818571701,-87.608581391,"(41.818571701, -87.608581391)"
11447652,JB437515,09/15/2018 09:00:00 PM,005XX N LEAMINGTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1532,015,28,25,05,1141932,1903202,2018,09/22/2018 04:01:14 PM,41.890449947,-87.754214056,"(41.890449947, -87.754214056)"
24180,JB437077,09/15/2018 09:13:00 PM,054XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0934,009,16,61,01A,1169575,1868809,2018,09/22/2018 04:01:14 PM,41.795515631,-87.6536954,"(41.795515631, -87.6536954)"
11448836,JB439055,09/15/2018 09:30:00 PM,035XX W FULLERTON AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1413,014,26,22,05,1152500,1915731,2018,09/22/2018 04:01:14 PM,41.924628403,-87.715071387,"(41.924628403, -87.715071387)"
11448284,JB437794,09/15/2018 09:44:00 PM,077XX S AVALON AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0411,004,8,45,05,1185886,1854029,2018,09/22/2018 04:01:14 PM,41.754588582,-87.594348789,"(41.754588582, -87.594348789)"
11447431,JB437192,09/15/2018 10:25:00 PM,053XX W FERDINAND ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1523,015,37,25,03,1140588,1902632,2018,09/22/2018 04:01:14 PM,41.888910582,-87.759163936,"(41.888910582, -87.759163936)"
11447728,JB437654,09/15/2018 10:30:00 PM,062XX S SPAULDING AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0823,008,15,66,03,1155463,1863137,2018,09/22/2018 04:01:14 PM,41.780245348,-87.705596741,"(41.780245348, -87.705596741)"
11447567,JB437447,09/15/2018 10:30:00 PM,086XX S HONORE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0614,006,18,71,05,1165520,1847440,2018,09/22/2018 04:01:14 PM,41.736963212,-87.6691703,"(41.736963212, -87.6691703)"
11447522,JB437235,09/15/2018 10:46:00 PM,083XX S PRAIRIE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0632,006,6,44,03,1179487,1849706,2018,09/22/2018 04:01:14 PM,41.742874212,-87.617930694,"(41.742874212, -87.617930694)"
11447672,JB437541,09/15/2018 11:00:00 PM,079XX S LAFLIN ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0612,006,21,71,05,1167710,1852276,2018,09/22/2018 04:01:14 PM,41.750187225,-87.661008365,"(41.750187225, -87.661008365)"
11447487,JB437276,09/15/2018 11:00:00 PM,053XX W DEMING PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2515,025,31,19,05,1140398,1916449,2018,09/22/2018 04:01:14 PM,41.926829501,-87.759522259,"(41.926829501, -87.759522259)"
11447594,JB437340,09/15/2018 11:45:00 PM,046XX W ALTGELD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2521,025,31,19,05,1145026,1916280,2018,09/22/2018 04:01:14 PM,41.926279503,-87.742520472,"(41.926279503, -87.742520472)"
11448054,JB438021,09/16/2018 12:00:00 AM,045XX S LAPORTE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0814,008,23,56,05,1144120,1874112,2018,09/23/2018 04:00:24 PM,41.810582232,-87.746908145,"(41.810582232, -87.746908145)"
11447454,JB437279,09/16/2018 12:00:00 AM,043XX W 55TH ST,031B,ROBBERY,ARMED: OTHER FIREARM,STREET,false,false,0813,008,13,62,03,1148159,1867777,2018,09/23/2018 04:00:24 PM,41.793121443,-87.732255805,"(41.793121443, -87.732255805)"
11447559,JB437326,09/16/2018 12:45:00 AM,070XX S CALIFORNIA AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0831,008,18,66,03,1158926,1857747,2018,09/23/2018 04:00:24 PM,41.765384329,-87.693047847,"(41.765384329, -87.693047847)"
11450874,JB441643,09/16/2018 02:00:00 AM,063XX S RACINE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0724,007,16,67,03,1169405,1862845,2018,09/23/2018 04:00:24 PM,41.779153403,-87.65449147,"(41.779153403, -87.65449147)"
11448285,JB437416,09/16/2018 02:00:00 AM,081XX S WESTERN AVE,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,0835,008,18,70,05,1161790,1850661,2018,09/23/2018 04:00:24 PM,41.745880313,-87.682746737,"(41.745880313, -87.682746737)"
11447632,JB437420,09/16/2018 02:07:00 AM,095XX S VINCENNES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,2213,022,21,73,05,1170578,1841619,2018,09/23/2018 04:00:24 PM,41.720880947,-87.650808427,"(41.720880947, -87.650808427)"
11447972,JB437655,09/16/2018 02:30:00 AM,086XX S LOWE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0622,006,21,71,05,1173481,1847591,2018,09/23/2018 04:00:24 PM,41.737205284,-87.639999204,"(41.737205284, -87.639999204)"
11450923,JB441711,09/16/2018 03:00:00 AM,060XX S SPAULDING AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0823,008,16,66,05,1155424,1864458,2018,09/23/2018 04:00:24 PM,41.783871148,-87.705704373,"(41.783871148, -87.705704373)"
11447760,JB437708,09/16/2018 03:00:00 AM,123XX S LA SALLE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0523,005,9,53,05,1177496,1823195,2018,09/23/2018 04:00:24 PM,41.670169526,-87.626023579,"(41.670169526, -87.626023579)"
11448364,JB437446,09/16/2018 03:20:00 AM,046XX N DAMEN AVE,0610,BURGLARY,FORCIBLE ENTRY,GAS STATION,false,false,1911,019,47,4,05,1162169,1930989,2018,09/23/2018 04:00:24 PM,41.966300401,-87.679115336,"(41.966300401, -87.679115336)"
11448388,JB437997,09/16/2018 03:45:00 AM,037XX W ROOSEVELT RD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1133,011,24,29,03,1151781,1894457,2018,09/23/2018 04:00:24 PM,41.866264617,-87.718273702,"(41.866264617, -87.718273702)"
11448534,JB437494,09/16/2018 04:00:00 AM,0000X E GRAND AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1834,018,42,8,03,1176752,1903915,2018,09/23/2018 04:00:24 PM,41.891690385,-87.626317482,"(41.891690385, -87.626317482)"
11447743,JB437628,09/16/2018 04:00:00 AM,055XX W GLADYS AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,1522,015,29,25,05,1139557,1897794,2018,09/23/2018 04:00:24 PM,41.875653356,-87.763068283,"(41.875653356, -87.763068283)"
11447629,JB437462,09/16/2018 04:27:00 AM,018XX S KARLOV AVE,031B,ROBBERY,ARMED: OTHER FIREARM,PARKING LOT/GARAGE(NON.RESID.),false,false,1012,010,24,29,03,1149355,1890673,2018,09/23/2018 04:00:24 PM,41.855928214,-87.727277897,"(41.855928214, -87.727277897)"
11447969,JB437633,09/16/2018 04:38:00 AM,086XX S LOWE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0622,006,21,71,05,1173481,1847591,2018,09/23/2018 04:00:24 PM,41.737205284,-87.639999204,"(41.737205284, -87.639999204)"
11448002,JB437984,09/16/2018 05:00:00 AM,096XX S WALLACE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2223,022,21,73,05,1174000,1840979,2018,09/23/2018 04:00:24 PM,41.719049565,-87.638293347,"(41.719049565, -87.638293347)"
11447939,JB437909,09/16/2018 05:00:00 AM,046XX N VIRGINIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1911,019,47,4,05,1157272,1930791,2018,09/23/2018 04:00:24 PM,41.965858271,-87.697126194,"(41.965858271, -87.697126194)"
24181,JB437477,09/16/2018 05:11:00 AM,046XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0821,008,14,58,01A,1155820,1873598,2018,09/23/2018 04:00:24 PM,41.808944648,-87.70400715,"(41.808944648, -87.70400715)"
11447631,JB437500,09/16/2018 05:38:00 AM,071XX S PERRY AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,true,0731,007,6,69,03,1176635,1857601,2018,09/23/2018 04:00:24 PM,41.764603614,-87.62814334,"(41.764603614, -87.62814334)"
11447653,JB437519,09/16/2018 06:12:00 AM,022XX S ALBANY AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,1033,010,24,30,03,1156043,1888916,2018,09/23/2018 04:00:24 PM,41.850974647,-87.702776837,"(41.850974647, -87.702776837)"
11447732,JB437537,09/16/2018 06:20:00 AM,028XX N MILWAUKEE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1412,014,35,21,03,1152814,1918781,2018,09/23/2018 04:00:24 PM,41.932991634,-87.713836636,"(41.932991634, -87.713836636)"
11456787,JB449436,09/16/2018 07:00:00 AM,013XX S FAIRFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1023,010,28,29,05,1158249,1893526,2018,09/27/2018 03:56:15 PM,41.863580239,-87.694554444,"(41.863580239, -87.694554444)"
11447702,JB437549,09/16/2018 07:00:00 AM,024XX S LAFLIN ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1235,012,25,31,05,1166754,1887879,2018,09/23/2018 04:00:24 PM,41.84790647,-87.663494921,"(41.84790647, -87.663494921)"
11447886,JB437770,09/16/2018 07:30:00 AM,078XX S LOOMIS BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0612,006,17,71,05,1168361,1852690,2018,09/23/2018 04:00:24 PM,41.751309313,-87.65861091,"(41.751309313, -87.65861091)"
11447849,JB437577,09/16/2018 07:30:00 AM,011XX S INDEPENDENCE BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,1133,011,24,29,03,1151434,1894647,2018,09/23/2018 04:00:24 PM,41.866792814,-87.719542592,"(41.866792814, -87.719542592)"
11463151,JB457682,09/16/2018 08:00:00 AM,023XX S MARSHALL BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1033,010,12,30,05,,,2018,10/01/2018 04:14:25 PM,,,
11447920,JB437744,09/16/2018 08:30:00 AM,061XX N GLENWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2433,024,48,77,05,1165858,1941074,2018,09/23/2018 04:00:24 PM,41.993895859,-87.665262353,"(41.993895859, -87.665262353)"
11449160,JB439569,09/16/2018 10:00:00 AM,076XX S CREGIER AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0414,004,8,43,05,1189530,1854646,2018,09/23/2018 04:00:24 PM,41.756195017,-87.580975062,"(41.756195017, -87.580975062)"
11448755,JB438988,09/16/2018 10:00:00 AM,023XX W 22ND PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1034,010,25,31,05,1161117,1889014,2018,09/23/2018 04:00:24 PM,41.851139819,-87.684151424,"(41.851139819, -87.684151424)"
11447976,JB437987,09/16/2018 10:00:00 AM,008XX W UNIVERSITY LN,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1232,012,25,28,05,1171168,1893610,2018,09/23/2018 04:00:24 PM,41.863537175,-87.647127379,"(41.863537175, -87.647127379)"
11447995,JB437944,09/16/2018 11:30:00 AM,040XX W KAMERLING AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2534,025,27,23,05,1149215,1908687,2018,09/23/2018 04:00:24 PM,41.905363356,-87.72732488,"(41.905363356, -87.72732488)"
11447921,JB437812,09/16/2018 11:33:00 AM,069XX S ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,0735,007,17,67,03,1166878,1858728,2018,09/23/2018 04:00:24 PM,41.767910191,-87.663873198,"(41.767910191, -87.663873198)"
11448532,JB438681,09/16/2018 12:00:00 PM,049XX W WEST END AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,1532,015,28,25,03,1143221,1900524,2018,09/23/2018 04:00:24 PM,41.883077223,-87.749547084,"(41.883077223, -87.749547084)"
11448371,JB438404,09/16/2018 12:30:00 PM,016XX W WRIGHTWOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1931,019,32,7,05,1164752,1917326,2018,09/23/2018 04:00:24 PM,41.928753945,-87.6700069,"(41.928753945, -87.6700069)"
11448922,JB439137,09/16/2018 01:00:00 PM,075XX S KINGSTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0421,004,7,43,05,1194503,1855478,2018,09/23/2018 04:00:24 PM,41.758357301,-87.562723103,"(41.758357301, -87.562723103)"
11448040,JB437976,09/16/2018 02:35:00 PM,004XX N AUSTIN BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,false,false,1512,015,29,25,03,1136304,1902224,2018,09/23/2018 04:00:24 PM,41.88786856,-87.774906441,"(41.88786856, -87.774906441)"
11453526,JB445081,09/16/2018 03:00:00 PM,044XX N MOZART ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1724,017,33,14,05,1156579,1929379,2018,09/26/2018 04:12:46 PM,41.961997754,-87.699712617,"(41.961997754, -87.699712617)"
11451257,JB442156,09/16/2018 03:00:00 PM,037XX N ALBANY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1733,017,33,16,05,1155052,1924780,2018,09/23/2018 04:00:24 PM,41.949408649,-87.705450662,"(41.949408649, -87.705450662)"
11448119,JB438006,09/16/2018 03:00:00 PM,018XX S CALUMET AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0132,001,2,33,05,1178748,1891425,2018,09/23/2018 04:00:24 PM,41.857371774,-87.619368728,"(41.857371774, -87.619368728)"
11448310,JB438067,09/16/2018 03:45:00 PM,040XX N KENMORE AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1915,019,46,3,03,1168441,1927156,2018,09/23/2018 04:00:24 PM,41.955648785,-87.65616575,"(41.955648785, -87.65616575)"
11448141,JB438216,09/16/2018 04:07:00 PM,039XX W VAN BUREN ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1132,011,24,26,03,1150273,1897736,2018,09/23/2018 04:00:24 PM,41.875292084,-87.723724259,"(41.875292084, -87.723724259)"
11448333,JB438240,09/16/2018 05:15:00 PM,107XX S DR MARTIN LUTHER KING JR DR,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0513,005,9,49,03,1180812,1833931,2018,09/23/2018 04:00:24 PM,41.699555312,-87.613559145,"(41.699555312, -87.613559145)"
